id;year;country;event;artist;title;points_total;rank
1163;2009;CH;0;Lovebugs;The Highest Heights;0;NULL
1164;2009;SRB;0;Marko Kon & Milan:;Cipela;0;NULL
1165;2009;SLK;0;Kamil Mikulcík & Nela Pocisková;Let T'mou;0;NULL
1166;2009;SLO;0;Quartissimo feat. Martina;Love Symphony;0;NULL
1167;2009;CZ;0;Gipsy.cz;Aven Romale;0;NULL
1168;2009;H;0;Zoli Ádok;Dance With Me;0;NULL
1169;2009;BRS;0;Petr Elfimov;Eyes That Never Lie;0;NULL
1170;2009;ZYP;0;Christina Metaxa;Firefly;0;NULL
1172;2010;D;3;Lena;Satellite;246;1
1173;2010;TR;3;Manga;We Could Be The Same;170;2
1174;2010;ROM;3;Paula & Ovi;Playing With Fire;162;3
1175;2010;DK;3;Chanée & N'evergreen;In A Moment Like This;149;4
1176;2010;AZ;3;Safura;Drip Drop;145;5
1177;2010;B;3;Tom Dice;Me And My Guitar;143;6
1178;2010;ARM;3;Eva Rivas;Apricot Stone;141;7
1179;2010;GR;3;Giorgos Alkaios & Friends;OPA;140;8
1180;2010;GE;3;Sofia Nizharadze;Shine;136;9
1181;2010;UKR;3;Aljoscha;Sweet People;108;10
1182;2010;RUS;3;The Peter Nalitch Band;Lost And Forgotten;90;11
1183;2010;F;3;Jessy Matador;Allez! Ola! Olé!;82;12
1184;2010;SRB;3;Milan Stanković;Ovo je Balkan;72;13
1185;2010;ISR;3;Harel Skaat;Milim;71;14
1186;2010;E;3;Daniel Diges;Algo pequeñito;68;15
1187;2010;ALB;3;Juliana Pasha;It's All About You;62;16
1188;2010;BIH;3;Vukašin Brajić;Thunder And Lightning;51;17
1189;2010;POR;3;Filipa Azevedo;Há dias assim;43;18
1190;2010;ISL;3;Hera Björk;Je ne sais quoi;41;19
1191;2010;N;3;Didrik Solli-Tangen;My Heart Is Yours;35;20
1192;2010;ZYP;3;Jon Lilygreen;Live Looks Better In Spring;27;21
1193;2010;MD;3;Sun Stroke Project & Olia Tira;Run Away;27;22
1194;2010;IRL;3;Niamh Kavanagh;It's For You;25;23
1195;2010;BRS;3;3 + 2;Butterflies;18;24
1196;2010;UK;3;Josh Dubovie;That Sounds Good To Me;10;25
1197;2010;EST;0;Malcolm Lincoln & Manpower4;Siren;0;NULL
1198;2010;SLK;0;Kristína Pelákova;Horehronie;0;NULL
1199;2010;SF;0;Kuunkuiskaajat;Työki ellää;0;NULL
1200;2010;LET;0;Aisha;What For;0;NULL
1201;2010;PL;0;Marcin Mroziński;Legenda;0;NULL
1202;2010;MAL;0;Thea Garrett;My Dream;0;NULL
1203;2010;MAZ;0;Gjoko Taneski;Jas ja imam silata;0;NULL
1204;2010;LIT;0;In Culto;Eastern European Funk;0;NULL
1205;2010;CH;0;Michael von der Heide;Il pleut de l'or;0;NULL
1206;2010;S;0;Anna Bergendahl;This Is My Life;0;NULL
1207;2010;NL;0;Sieneke;Ik ben verliefd (Sha-la-lie);0;NULL
1208;2010;SLO;0;Ensemble Roka Zlindra & Kalamari;Narodnozabavni Rock;0;NULL
1209;2010;BG;0;Miro;Angel si ti;0;NULL
1210;2010;CRO;0;Feminnem;Lako je sve;0;NULL
1214;2011;E;3;Lucía Pérez;Que Me Quiten Lo Bailao;50;23
1215;2011;CH;3;Anna Rossinelli;In Love For A While;19;25
1216;2011;ROM;3;Hotel FM;Change;77;17
1217;2011;BIH;3;Dino Merlin;Love In Rewind;125;6
1218;2011;D;3;Lena;Taken By A Stranger;107;10
1219;2011;BG;0;Poli Genova;Na Inat;0;NULL
1220;2011;I;3;Raphael Gualazzi;Madness Of Love;189;2
1221;2011;SRB;3;Nina;Caroban;85;14
1222;2011;ALB;0;Aurela Gaçe;Feel The Passion;0;NULL
1223;2011;ARM;0;Emmy;Boom Boom;0;NULL
1224;2011;SF;3;Paradise Oskar;Da Da Dam;57;21
1225;2011;GE;3;Eldrine;One More Day;110;9
1226;2011;N;0;Stella Mwangi;Haba Haba;0;NULL
1227;2011;PL;0;Magdalena Tul;Jestem;0;NULL
1228;2011;RUS;3;Alexey Vorobyov;Get You;77;16
1229;2011;TR;0;Yüksek Sadakat;Live It Up;0;NULL
1230;2011;AZ;3;Ell / Nikki;Running Scared;221;1
1231;2011;GR;3;Loucas Yiorkas feat. Stereo Mike;Watch My Dance;120;7
1232;2011;ISL;3;Sjonni's Friends;Coming Home;61;20
1233;2011;CRO;0;Daria Kinzer;Celebrate;0;NULL
1234;2011;LIT;3;Evelina Sašenko;C'est Ma Vie;63;19
1235;2011;MAL;0;Glen Vella;One Life;0;NULL
1236;2011;POR;0;Homens da Luta;Luta É Alegría;0;NULL
1237;2011;SM;0;Senit;Stand By;0;NULL
1238;2011;H;3;Kati Wolf;What About My Dreams;53;22
1239;2011;B;0;Witloof Bay;With Love Baby;0;NULL
1240;2011;MD;3;Zdob și Zdub;So Lucky;97;12
1241;2011;NL;0;3Js;Never Alone;0;NULL
1242;2011;AUT;3;Nadine Beiler;The Secret Is Love;64;18
1243;2011;S;3;Eric Saade;Popular;185;3
1244;2011;SLK;0;Twiins;I'm Still Alive;0;NULL
1245;2011;UKR;3;Mika Newton;Angel;159;4
1246;2011;ZYP;0;Christos Mylordos;San Aggelos S'Agapisa;0;NULL
1247;2011;DK;3;A Friend In London;New Tomorrow;134;5
1248;2011;EST;3;Getter Jaani;Rockefeller Street;44;24
1249;2011;IRL;3;Jedward;Lipstick;119;8
1250;2011;ISR;0;Dana International;Ding Dong;0;NULL
1251;2011;LET;0;Musiqq;Angel In Disguise;0;NULL
1252;2011;MAZ;0;Vlatko Ilievski;Rusinka;0;NULL
1253;2011;SLO;3;Maja Keuc;No One;96;13
1254;2011;BRS;0;Anastasiya Vinnikova;I Love Belarus;0;NULL
1255;2011;F;3;Amaury Vassili;Sognu;82;15
1256;2011;UK;3;Blue;I Can;100;11
1257;2012;ALB;3;Rona Nishliu;Suus;146;5
1258;2012;AZ;3;Sabina Babayeva;When The Music Dies;150;4
1259;2012;B;0;Iris;Would You?;0;NULL
1260;2012;BIH;3;Maya Sar;Korake ti znam;55;18
1261;2012;BG;0;Sofi Marinova;Love Unlimited;0;NULL
1262;2012;DK;3;Soluna Samay;Should've Known Better;21;23
1263;2012;D;3;Roman Lob;Standing Still;110;8
1264;2012;EST;3;Ott Lepland;Kuula;120;6
1265;2012;SF;0;Pernilla Karlsson;När Jag Blundar;0;NULL
1266;2012;F;3;Anggun;Echo (You And I);21;22
1267;2012;GE;0;Anri Jokhadze;I'm A Joker;0;NULL
1268;2012;GR;3;Eleftheria Eleftheriou;Aphrodisiac;64;17
1269;2012;UK;3;Engelbert Humperdinck;Love Will Set You Free;12;25
1270;2012;IRL;3;Jedward;Waterline;46;19
1271;2012;I;3;Nina Zilli;L'Amore È Femmina (Out Of Love);101;9
1272;2012;ISL;3;Greta Salóme & Jónsi;Mundu Eftir Mér;46;20
1273;2012;ISR;0;Izabo;Time;0;NULL
1274;2012;CRO;0;Nina Badric;Nebo;0;NULL
1275;2012;LET;0;Anmary;Beautiful Song;0;NULL
1276;2012;LIT;3;Donny Montell;Love Is Blind;70;14
1277;2012;MAL;3;Kurt Calleja;This Is The Night;41;21
1278;2012;MAZ;3;Kaliopi;Crno I Belo;71;13
1279;2012;MD;3;Pasha Parfeny;Lautar;81;11
1280;2012;ME;0;Rambo Amadeus;Euro-Neuro;0;NULL
1281;2012;NL;0;Joan Franka;You And Me;0;NULL
1282;2012;N;3;Tooji;Stay;7;26
1283;2012;AUT;0;Trackshittaz;Woki mit deim Popo;0;NULL
1284;2012;POR;0;Filipa Sousa;Vida Minha;0;NULL
1285;2012;ROM;3;Mandinga;Zaleilah;71;12
1286;2012;RUS;3;Buranowski Babuschki;Party For Everybody!;259;2
1287;2012;SM;0;Valentina Monetta;The Social Network Song;0;NULL
1288;2012;S;3;Loreen;Euphoria;372;1
1289;2012;CH;0;Sinplus;Unbreakable;0;NULL
1290;2012;SRB;3;Zeljko Joksimovic;Nije Ljubav Stvar;214;3
1291;2012;SLK;0;Max Jason Mai;Don't Close Your Eyes;0;NULL
1292;2012;SLO;0;Eva Boto;Verjamem;0;NULL
1293;2012;E;3;Pastora Soler;Quédate Conmigo;97;10
1294;2012;TR;3;Can Bonomo;Love Me Back;112;7
1295;2012;UKR;3;Gaitana;Be My Guest;65;15
1296;2012;H;3;Compact Disco;Sound Of Our Hearts;19;24
1297;2012;BRS;0;Litesound;We Are The Heroes;0;NULL
1298;2012;ZYP;3;Ivi Adamou;La La Love;65;16
1299;2013;ALB;0;Adrian Lulgjuraj & Bledar Sejko;Identitet;0;NULL
1300;2013;ARM;3;Dorians;Lonely Planet;41;18
1301;2013;AZ;3;Farid Mammadov;Hold Me;234;2
1302;2013;B;3;Roberto Bellarosa;Love Kills;71;12
1303;2013;BG;0;Elitsa Todorova & Stoyan Yankulov;Samo Shampioni;0;NULL
1304;2013;DK;3;Emmelie de Forest;Only Teardrops;281;1
1305;2013;D;3;Cascada;Glorious;18;21
1306;2013;EST;3;Birgit Õigemeel;Et uus saaks alguse;19;20
1307;2013;SF;3;Krista Siegfrids;Marry Me;13;24
1308;2013;F;3;Amandine Bourgeois;L'Enfer Et Moi;14;23
1309;2013;GE;3;Sophie Gelovani & Nodi Tatishvili;Waterfall;50;15
1310;2013;GR;3;Koza Mostra & Agathonas Iakovidis;Alcohol Is Free;152;6
1311;2013;UK;3;Bonnie Tyler;Believe In Me;23;19
1312;2013;IRL;3;Ryan Dolan;Only Love Survives;5;26
1313;2013;ISL;3;Eyþór Ingi Gunnlaugsson;Ég á líf;47;17
1314;2013;ISR;0;Moran Mazor;Rak bishvilo;0;NULL
1315;2013;I;3;Marco Mengoni;L'Essenziale;126;7
1316;2013;CRO;0;Klapa S Mora;Mižerja;0;NULL
1317;2013;LET;0;PeR;Here We Go;0;NULL
1318;2013;LIT;3;Andrius Pojavis;Something;17;22
1319;2013;MAL;3;Gianluca Bezzina;Tomorrow;120;8
1320;2013;MAZ;0;Esma & Lozano;Pred da se razdeni;0;NULL
1321;2013;MD;3;Aliona Moon;A Million;71;11
1322;2013;ME;0;Who See;Igranka;0;NULL
1323;2013;NL;3;Anouk;Birds;114;9
1324;2013;N;3;Margaret Berger;I Feed You My Love;191;4
1325;2013;AUT;0;Natália Kelly;Shine;0;NULL
1326;2013;ROM;3;Cezar;It's My Life;56;13
1327;2013;RUS;3;Dina Garipova;What If;174;5
1328;2013;SM;0;Valentina Monetta;Crisalide;0;NULL
1329;2013;S;3;Robin Stjernberg;You;62;14
1330;2013;CH;0;Takasa;You And Me;0;NULL
1331;2013;SRB;0;Moje 3;Ljubav je svuda;0;NULL
1332;2013;SLO;0;Hannah;Straight Into Love;0;NULL
1333;2013;E;3;El Sueño De Morfeo;Contigo hasta el final;8;25
1334;2013;UKR;3;Zlata Ognevich;Gravity;214;3
1335;2013;H;3;ByeAlex;Kedvesem;84;10
1336;2013;BRS;3;Alena Lanskaja;Solayoh;48;16
1337;2013;ZYP;0;Despina Olympiou;An me thimase;0;NULL
1341;2014;ALB;0;Hersi Matmuja;One Night's Anger;0;NULL
1342;2014;ARM;3;Aram Mp3;Not Alone;174;4
1343;2014;AZ;3;Dilara Kazimova;Start A Fire;33;22
1344;2014;B;0;Axel Hirsoux;Mother;0;NULL
1345;2014;DK;3;Basim;Cliché Love Song;74;9
1346;2014;D;3;Elaiza;Is It Right;39;18
1347;2014;EST;0;Tanja;Amazing;0;NULL
1348;2014;SF;3;Softengine;Something Better;72;11
1350;2014;F;3;Twin Twin;Moustache;2;26
1351;2014;GE;0;The Shin & Mariko;Three Minutes To Earth;0;NULL
1352;2014;GR;3;Freaky Fortune feat. Risky Kidd;Rise Up;35;20
1353;2014;UK;3;Molly Smitten-Downes;Children Of The Universe;40;17
1354;2014;IRL;0;Can-linn;Heartbeat;0;NULL
1355;2014;I;3;Emma Marrone;La mia città;33;21
1356;2014;ISL;3;Pollapönk;No Prejudice;58;15
1357;2014;ISR;0;Mei Finegold;Same Heart;0;NULL
1358;2014;LET;0;Aarzemnieki;Cake To Bake;0;NULL
1359;2014;LIT;0;Vilija Matačiūnaitė;Attention;0;NULL
1360;2014;MAL;3;Firelight;Coming Home;32;23
1361;2014;MAZ;0;Tijana Dapčević;To The Sky;0;NULL
1362;2014;MD;0;Cristina Scarlat;Wild Soul;0;NULL
1363;2014;ME;3;Sergej Ćetković;Moj svijet;37;19
1364;2014;NL;3;The Common Linnets;Calm After The Storm;238;2
1365;2014;N;3;Carl Espen;Silent Storm;88;8
1366;2014;AUT;3;Conchita Wurst;Rise Like A Phoenix;290;1
1367;2014;PL;3;Donatan & Cleo;My Słowianie - We Are Slavic;62;14
1368;2014;POR;0;Suzy;Quero ser tua;0;NULL
1369;2014;ROM;3;Paula Seling & Ovi;Miracle;72;12
1370;2014;RUS;3;Tolmachevy Sisters;Shine;89;7
1371;2014;SM;3;Valentina Monetta;Maybe;14;24
1372;2014;S;3;Sanna Nielsen;Undo;218;3
1373;2014;CH;3;Sebalter;Hunter Of Stars;64;13
1374;2014;SLO;3;Tinkara Kovač;Spet (Round And Round);9;25
1375;2014;E;3;Ruth Lorenzo;Dancing In The Rain;74;10
1376;2014;UKR;3;Maria Yaremchuk;Tick-Tock;113;6
1377;2014;H;3;András Kállay-Saunders;Running;143;5
1378;2014;BRS;3;Teo;Cheesecake;43;16
1379;2015;ALB;3;Elhaida Dani;I'm Alive;34;17
1380;2015;ARM;3;Genealogy;Face The Shadow;34;16
1381;2015;AZ;3;Elnur Hüseynov;Hour Of The Wolf;49;12
1382;2015;B;3;Loïc Nottet;Rhythm Inside;217;4
1383;2015;DK;0;Anti Social Media;The Way You Are;0;NULL
1384;2015;D;3;Ann Sophie;Black Smoke;0;27
1385;2015;EST;3;Elina Born & Stig Rästa;Goodbye To Yesterday;106;7
1386;2015;SF;0;Pertti Kurikan Nimipäivät;Aina mun pitää;0;NULL
1387;2015;F;3;Lisa Angell;N'oubliez pas;4;25
1388;2015;GE;3;Nina Sublatti;Warrior;51;11
1389;2015;GR;3;Maria Elena Kiriakou;One Last Breath;23;19
1390;2015;UK;3;Electro Velvet;Still In Love With You;5;24
1391;2015;IRL;0;Molly Sterling;Playing With Numbers;0;NULL
1392;2015;ISL;0;María Ólafsdóttir;Unbroken;0;NULL
1393;2015;ISR;3;Nadav Guedj;Golden Boy;97;9
1394;2015;I;3;Il Volo;Grande Amore;292;3
1395;2015;LET;3;Aminata Savadogo;Love Injected;186;6
1396;2015;LIT;3;Monika Linkytė & Vaidas Baumila;This Time;30;18
1397;2015;MAL;0;Amber;Warrior;0;NULL
1398;2015;MAZ;0;Daniel Kajmakoski;Autumn Leaves;0;NULL
1399;2015;MD;0;Eduard Romanýuta;I Want Your Love;0;NULL
1400;2015;ME;3;Knez;Adio;44;13
1401;2015;NL;0;Trijntje Oosterhuis;Walk Along;0;NULL
1402;2015;N;3;Mørland & Debrah Scarlett;A Monster Like Me;102;8
1403;2015;AUT;3;The Makemakes;I Am Yours;0;26
1404;2015;PL;3;Monika Kuszyńska;In The Name Of Love;10;23
1405;2015;POR;0;Leonor Andrade;Há um mar que nos separa;0;NULL
1406;2015;ROM;3;Voltaj;De la capăt;35;15
1407;2015;RUS;3;Polina Gagarina;A Million Voices;303;2
1408;2015;SM;0;Michele Perniola & Anita Simoncini;Chain Of Lights;0;NULL
1409;2015;S;3;Måns Zelmerlöw;Heroes;365;1
1410;2015;CH;0;Mélanie René;Time To Shine;0;NULL
1411;2015;SRB;3;Bojana Stamenov;Beauty Never Lies;53;10
1412;2015;SLO;3;Maraaya;Here For You;39;14
1413;2015;E;3;Edurne;Amanecer;15;21
1414;2015;CZ;0;Marta Jandová & Václav Noid Bárta;Hope Never Dies;0;NULL
1415;2015;H;3;Boggie;Wars For Nothing;19;20
1416;2015;BRS;0;Uzari & Maimuna;Time;0;NULL
1417;2015;ZYP;3;John Karayiannis;One Thing I Should Have Done;11;22
1418;2015;AUS;3;Guy Sebastian;Tonight Again;196;5
1419;2016;ALB;0;Eneda Tarifa;Fairytale;NULL;NULL
1420;2016;ARM;3;Iveta Mukuchyan;Love Wave;249;7
1421;2016;AZ;3;Samra Rahimli;Miracle;117;17
1422;2016;AUS;3;Dami Im;Sound Of Silence;511;2
1423;2016;B;3;Laura Tesoro;What's The Pressure;181;10
1424;2016;BIH;0;Dalal & Deen feat. Ana Rucner and Jala;Ljubav je;NULL;NULL
1425;2016;BG;3;Poli Genova;If Love Was A Crime;307;4
1426;2016;DK;0;Lighthouse X;Soldiers Of Love;NULL;NULL
1427;2016;D;3;Jamie-Lee;Ghost;11;26
1428;2016;EST;0;Jüri Pootsmann;Play;NULL;NULL
1429;2016;SF;0;Sandhja;Sing It Away;NULL;NULL
1430;2016;F;3;Amir;J'ai cherché;257;6
1431;2016;GE;3;Young Georgian Lolitaz;Midnight Gold;104;20
1432;2016;GR;0;Argo;Utopian Land;NULL;NULL
1433;2016;UK;3;Joe and Jake;You're Not Alone;62;24
1434;2016;IRL;0;Nicky Byrne;Sunlight;NULL;NULL
1435;2016;ISL;0;Greta Salóme;Hear Them Calling;NULL;NULL
1436;2016;ISR;3;Hovi Star;Made Of Stars;135;14
1437;2016;I;3;Francesca Michielin;No Degree Of Separation;124;16
1438;2016;CRO;3;Nina Kraljić;Lighthouse;73;23
1439;2016;LET;3;Justs;Heartbeat;132;15
1440;2016;LIT;3;Donny Montell;I’ve Been Waiting For This Night;200;9
1441;2016;MAL;3;Ira Losco;Walk On Water;153;12
1442;2016;MAZ;0;Kaliopi;Dona;NULL;NULL
1443;2016;MD;0;Lidia Isac;Falling Stars;NULL;NULL
1444;2016;ME;0;Highway;The Real Thing;NULL;NULL
1445;2016;NL;3;Douwe Bob;Slow Down;153;11
1446;2016;N;0;Agnete;Icebreaker;NULL;NULL
1447;2016;AUT;3;Zoë;Loin d'ici;151;13
1448;2016;PL;3;Michał Szpak;Colour Of Your Life;229;8
1450;2016;RUS;3;Sergey Lazarev;You Are The Only One;491;3
1451;2016;SM;0;Serhat;I Didn't Know;NULL;NULL
1452;2016;S;3;Frans;If I Were Sorry;261;5
1453;2016;CH;0;Rykka;The Last Of Our Kind;NULL;NULL
1454;2016;SRB;3;Sanja Vučić;Goodbye;115;18
1455;2016;SLO;0;ManuElla;Blue And Red;NULL;NULL
1456;2016;E;3;Barei;Say Yay!;77;22
1457;2016;CZ;3;Gabriela Gunčíková;I Stand;41;25
1458;2016;UKR;3;Jamala;1944;534;1
1459;2016;H;3;Freddie;Pioneer;108;19
1460;2016;BRS;0;Ivan;Help You Fly;NULL;NULL
1461;2016;ZYP;3;Minus One;Alter Ego;96;21
1463;2017;ALB;1;Lindita Halimi;World;NULL;NULL
1464;2017;ARM;3;Artsvik ;Fly With Me;79;18
1465;2017;AZ;3;Dihaj;Skeletons;120;14
1466;2017;AUS;3;Isaiah;Don't Come Easy;173;9
1467;2017;B;3;Blanche;City Lights;363;4
1468;2017;BG;3;Kristian Kostov;Beautiful Mess;615;2
1469;2017;DK;3;Anja Nissen;Where I Am;77;20
1470;2017;D;3;Levina;Perfect Life;6;25
1471;2017;EST;2;Koit Toome & Laura;Verona;NULL;NULL
1472;2017;SF;1;Norma John;Blackbird;NULL;NULL
1473;2017;F;3;Alma;Requiem;135;12
1474;2017;GE;1;Tamara Gachechiladze;Keep The Faith;NULL;NULL
1475;2017;GR;3;Demy;This Is Love;77;19
1476;2017;UK;3;Lucie Jones;Never Give Up On You;111;15
1477;2017;IRL;2;Brendan Murray;Dying to Try;NULL;NULL
1478;2017;ISL;1;Svala;Paper;NULL;NULL
1479;2017;ISR;3;Imri;I Feel Alive;39;23
1480;2017;I;3;Francesco Gabbani;Occidentali’s Karma;334;6
1481;2017;CRO;3;Jacques Houdek;My Friend;128;13
1482;2017;LET;1;Triana Park;Line;NULL;NULL
1483;2017;LIT;2;Fusedmarc;Rain Of Revolution;NULL;NULL
1484;2017;MAL;2;Claudia Faniello;Breathlessly;NULL;NULL
1485;2017;MAZ;2;Jana Burčeska;Dance Alone;NULL;NULL
1486;2017;MD;3;SunStroke Project;Hey, Mamma!;374;3
1487;2017;ME;1;Slavko Kalezić;Space;NULL;NULL
1488;2017;NL;3;O'G3NE;Lights And Shadows;150;11
1489;2017;N;3;Jowst;Grab The Moment;158;10
1490;2017;AUT;3;Nathan Trent;Running On Air;93;16
1491;2017;PL;3;Kasia Moś;Flashlight;64;22
1492;2017;POR;3;Salvador Sobral;Amar pelos dois;758;1
1493;2017;ROM;3;Ilinca feat. Alex Florea;Yodel It!;282;7
1495;2017;SM;2;Valentina Monetta & Jimmie Wilson;Spirit Of The Night;NULL;NULL
1496;2017;S;3;Robin Bengtsson;I Can't Go On;344;5
1497;2017;CH;2;Timebelle;Apollo;NULL;NULL
1498;2017;SRB;2;Tijana Bogićević;In Too Deep;NULL;NULL
1499;2017;SLO;1;Omar Naber;On My Way;NULL;NULL
1500;2017;E;3;Manel Navarro;Do It For Your Lover;5;26
1501;2017;CZ;1;Martina Bárta;My Turn;NULL;NULL
1502;2017;UKR;3;O.Torvald;Time;36;24
1503;2017;H;3;Joci Pápai;Origo;200;8
1504;2017;BRS;3;Naviband;Story Of My Life;83;17
1505;2017;ZYP;3;Hovig Demirjian;Gravity;68;21
1506;2018;B;1;Sennek;A Matter Of Time;NULL;NULL
1507;2018;ALB;3;Eugent Bushpepa;Mall;184;11
1508;2018;ARM;1;Sevak Khanagyan;Qami;NULL;NULL
1509;2018;AZ;1;Aisel Mammadova;X My Heart;NULL;NULL
1511;2018;BG;3;Equinox; Bones;166;14
1512;2018;DK;3;Rasmussen;Higher Ground;226;9
1513;2018;D;3;Michael Schulte;You Let Me Walk Alone;340;4
1514;2018;EST;3;Elina Nechayeva;La forza;245;8
1515;2018;SF;3;Saara Aalto;Monsters;46;25
1516;2018;F;3;Madame Monsieur;Mercy;173;13
1517;2018;GE;2;Iriao;For You;NULL;NULL
1518;2018;GR;1;Yianna Terzi;Oniro mou;NULL;NULL
1519;2018;UK;3;SuRie;Storm;48;24
1520;2018;IRL;3;Ryan O'Shaughnessy;Together;136;16
1521;2018;ISL;1;Ari Ólafsson;Our Choice;NULL;NULL
1522;2018;ISR;3;Netta;Toy;529;1
1523;2018;I;3;Ermal Meta & Fabrizio Moro;Non mi avete fatto niente;308;5
1524;2018;CRO;1;Franka;Crazy;NULL;NULL
1525;2018;LET;2;Laura Rizzotto;Funny Girl;NULL;NULL
1526;2018;LIT;3;Ieva Zasimauskaitė ;When We're Old;181;12
1527;2018;MD;3;DoReDoS;My Lucky Day;209;10
1528;2018;MAL;2;Christabelle;Taboo;NULL;NULL
1529;2018;ME;2;Vanja Radovanović;Inje;NULL;NULL
1530;2018;NL;3;Waylon;Outlaw In 'Em;121;18
1531;2018;N;3;Alexander Rybak;That's How You Write A Song;144;15
1532;2018;AUT;3;Cesár Sampson ;Nobody But You;342;3
1533;2018;AUS;3;Jessica Mauboy;We Got Love;99;20
1534;2018;PL;2;Gromee feat. Lukas Meijer;Light Me Up;NULL;NULL
1535;2018;POR;3;Cláudia Pascoal;O Jardim;39;26
1536;2018;ROM;2;The Humans;Goodbye;NULL;NULL
1537;2018;RUS;2;Julia Samoylova;I Won't Break;NULL;NULL
1538;2018;SM;2;Jessika feat. Jenifer Brening;Who We Are;NULL;NULL
1539;2018;CH;1;Zibbz;Stones;NULL;NULL
1540;2018;SRB;3;Sanja Ilić & Balkanika;Nova deca;113;19
1541;2018;SLO;3;Lea Sirk;Hvala, ne;64;22
1542;2018;E;3;Alfred & Amaia;Tu Canción;61;23
1543;2018;CZ;3;Mikolas Josef;Lie To Me;281;6
1544;2018;UKR;3;Mélovin;Under The Ladder;130;17
1545;2018;H;3;AWS;Viszlát nyár;93;21
1546;2018;BRS;1;Alekseev ;Forever;NULL;NULL
1547;2018;ZYP;3;Eleni Foureira;Fuego;436;2
1548;2018;MAZ;1;Eye Cue;Lost And Found;NULL;NULL
1549;2018;S;3;Benjamin Ingrosso;Dance You Off;274;7
1550;2019;D;3;NULL;NULL;NULL;NULL
1551;2019;ISR;3;NULL;NULL;NULL;NULL
1552;2019;B;0;NULL;NULL;NULL;NULL
1553;2019;DK;0;NULL;NULL;NULL;NULL
1554;2019;SF;0;NULL;NULL;NULL;NULL
1555;2019;F;3;NULL;NULL;NULL;NULL
1556;2019;LIT;0;NULL;NULL;NULL;NULL
1557;2019;MAL;0;NULL;NULL;NULL;NULL
1558;2019;N;0;NULL;NULL;NULL;NULL
1559;2019;S;0;NULL;NULL;NULL;NULL
1560;2019;CH;0;NULL;NULL;NULL;NULL
1561;2019;SRB;0;NULL;NULL;NULL;NULL
1562;2019;E;3;NULL;NULL;NULL;NULL
1563;2019;ZYP;0;NULL;NULL;NULL;NULL